NAMA,IDPEL,ALAMAT,TARIF,DAYA,KDPT_2,TAGSASI / METER,UNITUP,WILKER,ULP,NOM MCB,X,Y,MERK METER,TYPE METER,NOMOR METER,NAMA GARDU,NO. TIANG,,
PJU DUWET EF173,514060880613,DN DUWET,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.940999,112.096501,METBELOSA,OB91LU,2491163,EF173,D9,,
PJU BANJARANYAR KRAS,514100618285,DS DSBANJARANYAR KRAS,P3,16500.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.941062,111.967934,,,,EM247,D0,,
PJU NGANCAR,514060621729,JL NGANCAR,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.941432,112.176981,MELCOINDA,INDO,9400852,EF106,C12,,
PJU DS PAKISAJI ( 172 ),514060657761,DN PAKIS AJI,P3,2720.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.941556,112.106124,,,,EF172,A0,,
PJU BEDALI 270,514060879919,DN SUMBERPUCUNG,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.942007,112.106091,METBELOSA,OB91Z,2491504,EF172,C1,,
PJU,514031421515,DS KRANDANG,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.942243,111.993636,ITRON,ACE2000,10105215,EC750,B2,,
PJU JL TAMBANGAN MAESAN,514110684656,DS MAESAN MOJO,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.942296,111.951894,FUJI,FA13,833108,EN379,C1B6,,
PJU KARANGREJO 4,514100844653,DN DNKARANGREJO KANDAT,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.94309,112.052425,ITRON,ACE2000,101045271,EM007,D0,,
PJU SELOSARI,514060622269,DN SELOSARI,P3,1500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.943249,112.069363,,,,EF219,B0,,
PJU SELOSARI,514060622251,DN SELOSARI,P3,740.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.943253,112.069375,,,,EF219,B0,,
PJU SEMPU T.247,514061240258,DN SEMPU NO 0 SEMPU,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.943533,112.221844,MELCOINDA,,8797011,EF247,D1,,
PJU KUNJANG NGANCAR,514061259379,DN KEDUNG MALANG NO 0 KD MALANG,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.943610,112.131812,SMARTMETER,SMI-200S,194065634,EF118,C26,,
PJU,514030997798,DS KRANDANG,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.944085,111.999628,ITRON,ACE2000,10104589,EC369,D0,,
PJU KRANDING T. 464/312,514110615896,DS KRANDING,P3,7040.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.94462,111.933998,,,,EN464,B0,,
PJU  SEMPU T.246,514061240233,DN SEMPU NO 0 SEMPU,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.944740,112.215674,MELCOINDA,MS98E,8797009,EF246,C2,,
PJU,514031421381,DS PURWODADI,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.945271,111.956856,MELCOINDA,MS98E,9665256,EC460,A2,,
PJU KARANGREJO 5,514100844496,DS DNKARANGREJO KANDAT,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.945454,112.064673,ADTECH,IEC62053,28288,EM005,C7,,
PJU DUWET EF174,514060880463,DN BABATAN,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.945559,112.093916,METBELOSA,OB91LU,2490380,EF174,D1,,
PJU DS KUTUKAN ( 256 ),514060657857,DN KUTUKAN,P3,3920.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.945830,112.120268,,,,EF256,A0,,
PJU,514031345132,DS PURWODADI,P3,7700.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,3500.0,-7.946082,111.956581,ITRON,ACE2000,10104514,EC460,A0,,
PJU MAESAN EN568 (M(,514110800061,DS JASEM MAESAN,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.9462,111.946603,SMARTMETER,SMI 200 S,130082185,EN568,A1,,
PJU,514031421332,DN NGEMPLAK,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.946283,111.999922,ITRON,ACE2000,10104558,EC369,B1C4B1,,
PJU SELOSARI,514060622285,JL SELOSARI,P3,1020.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.946324,112.070386,,,,EF218,D0,,
PJU SELOSARI,514060622277,JL SELOSARI,P3,800.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.946330,112.070398,,,,EF218,D0,,
PJU BANJARANYAR 2,514101115986,DSBANJARANYAR,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.946675,111.972172,CANNET,DDS137,50903679848,EM248,C2,,
PJU,514031345108,DS KANIGORO,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.947087,111.985255,ITRON,ACE2000,10104559,EC540,D0,,
PJU KARANGREJO 1,514100844500,DN DNSENTUL,P3,4400.0,1.0,METER,51410.0,KAB,NGADILUWIH,2000.0,-7.947418,112.040716,ADTECH,IEC62053,11642,EM599,D7,,
PJU,514031421507,DS KANIGORO,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.948032,111.988067,ITRON,ACE2000,10105104,EC540,B7,,
PJU,514031421340,DS PURWODADI,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.948076,111.958524,ITRON,ACE2000,10105266,EC459,DA1D3C6D5,,
PJU TERSEBAR,514031532562,DS PURWODADI,P3,1300.0,3.0,TAGSASI 375,51403.0,KAB,TULUNGAGUNG,,-7.948101,111.958557,,,,EC459,DA1D3C6D5,,
PJU KARANGREJO 2,514100844894,DN DNKARANGREJO,P3,4400.0,1.0,METER,51410.0,KAB,NGADILUWIH,2000.0,-7.948759,112.052272,SMARTMETER,SMI 200 S,161611008,EM261,B7,,
PJU SUMBERJO,514100569539,DS DSSUMBERJO,P3,9410.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.948937,112.028162,,,,EM259,A1,,
PJU DS MAESAN 311,514111113241,DS MAESAN 311,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.949389,111.944221,SMARTMETER,SMI 200 S,172430473,EN311,A6,,
PJU NAMBAAN BARU,514100633232,DS DSNAMBAKAN RG.REJO,P3,5500.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.94974,112.017558,,,,EM456,D1,,
PJU,514031018577,DS KANIGORO,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.949772,111.99512,ITRON,ACE2000,10105076,EC368,A1,,
PJU TERSEBAR,514031532633,DS KANIGORO,P3,1353.0,3.0,TAGSASI 375,51403.0,KAB,TULUNGAGUNG,,-7.949804,111.995099,,,,EC368,A1,,
PJU SUMBEREJO,514100844878,DN DNSUMBEREJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.951069,112.027914,CANNET,DDS137,50903417074,EM260,A2,,
PJU,514030346105,DS KRAS,P3,7700.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,3500.0,-7.951124,111.961222,ITRON,ACE2000,10105265,EC022,A0,,
PJU MAESAN EN635 (M),514110558410,DN KEMAYAN MAESAN,P3,7700.0,1.0,METER,51411.0,KAB,GROGOL,3500.0,-7.951262,111.942346,SMARTMETER,SMI 200 S,12071211,EN311,A0,,
PJU SUMBERJO BARU,514100633378,DS DSSUMBERJO KANDAT,P3,10600.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.951594,112.027811,,,,EM260,A1,,
PJU MARGOURIP EF175,514060879943,JL MARGOURIP,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.951737,112.100006,SMARTMETER,SMI 200 S,140023142,EF175,A3,,
PJU DS NGADI EN 447,514111109341,DS NGADI,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.952194,111.925904,SMARTMETER,SMI 200 S,172425916,EN447,D3A3D5,,
PJU KR TALUN KRAS,514100615956,DS KARANGTALUN,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.952726,111.960008,ITRON,ACE2000,10105342,EC391,D13,,
PJU,514031421477,DS KRAS,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.952884,111.960607,ITRON,ACE2000,10105195,EC391,D12,,
PJU DS DUWET ( 175 ),514060657795,DN DUWET,P3,2720.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.952953,112.099703,,,,EF175,A0,,
PJU,514031421373,DN TEJO,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.953196,111.947445,ITRON,ACE2000,10104515,EC302,A2,,
PJU KARANGREJO 3,514100845017,DN DNKARANGREJO,P3,4400.0,1.0,METER,51410.0,KAB,NGADILUWIH,2000.0,-7.9537,112.051959,CANNET,DDS137,50904336505,EM519,A0,,
PJU MANGGIS EF132 D7,514060880430,DN SUMBERURIP,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.953845,112.173849,METBELOSA,OB91LU,2492196,EF132,D7,,
PJU MANGGIS EF132,514060880223,DN SUMBER URIP,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.953985,112.177765,SMARTMETER,SMI 200 S,161769580,EF132,B3,,
PJU DS NGETREP MOJO,514110675356,DS NGETREP KEC MOJO,P3,4720.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.954149,111.916674,,,,EN642,A0,,
PJU NGETREP EN644 (M),514110800182,DS NGETREP,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.955207,111.901921,ITRON,351,11698969,EN644,C1B1,,
PJU SEMPU T.245,514061240395,DN SEMPU NO 0 SEMPU,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.955432,112.216711,MELCOINDA,MS98E,8797817,EF245,C1,,
PJU DS NGETREP 643,514111113139,DS NGETREP,P3,3500.0,1.0,METER,51411.0,KAB,GROGOL,1591.0,-7.955572,111.906792,SMARTMETER,SMI 200 S,172421304,EN643,B1,,
PJU,514031421444,DS MENANG,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.955596,111.96434,ITRON,ACE2000,10105267,EC392,A6,,
PJU DS NGETREP 45,514111113170,DS NGETREP,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.955626,111.906806,SMARTMETER,SMI 200 S,172421802,EN643,B1,,
PJU BUMIREJO KUNJANG 255,514061239945,DN BUMIREJO NO 0 KUNJANG,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.956610,112.136458,MELCOINDA,MS98E,8798596,EF255,D14,,
PJU NAMBAAN 2,514100844488,DN DNNAMBAAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.956627,112.010136,ADTECH,IEC62053,28386,EM138,D2,,
PJU BUMIREJO,514061240147,DN KUNJANG NO 0 KUNJANG,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.956864,112.147940,MELCOINDA,MS98E,8936472,EF255,B12,,
PJU SRIKATON BARU,514100633224,DS DSSRIKATON,P3,6400.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.956996,112.01086,,,,EM138,B0,,
PJU PURWODADI,514101115960,DSPURWODADI,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.957267,112.058734,MELCOINDA,MS98E,8211256,EM262,A3D5,,
PJU,514031421469,DN JAGUNG,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.957719,111.972823,ITRON,ACE2000,10105111,EC543,D4,,
PJU,514031421485,DN KRAS,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.957783,111.979154,CANNET,DDS137,50903350663,EC687,B11,,
PJU DS SEMPU,514060760617,DN SEMPU,P3,14880.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.957827,112.217179,,,,EF244,C1,,
PJU,514031421493,DS KANIGORO,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.958009,111.992831,ITRON,ACE2000,10105273,EC316,B5A1,,
PJU DS NGADI MOJO,514110675349,DS NGADI MOJO,P3,8180.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.959049,111.927153,,,,EN312,D0,,
PJU SEPAWON EF195,514060879560,JL PETUNGOMBO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.959051,112.197614,METBELOSA,OB91Z,2491406,EF195,B1,,
PJU MAKAM GUS MIK (M),514110574514,DN TAMBAK,P3,5500.0,1.0,METER,51411.0,KAB,GROGOL,2500.0,-7.959084,111.927159,SMARTMETER,SMI 200 S,12071714,EN312,D0,,
PJU,514031421308,DS KR TALUN,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.959104,111.956847,ITRON,ACE2000,10105193,EC734,C10,,
PJU SAMBI 3,514100845082,DS DNBALONG,P3,4400.0,1.0,METER,51410.0,KAB,NGADILUWIH,2000.0,-7.959217,112.015877,SANXING,CSI01,4518565199,EM607,A0,,
PJU,514031421410,DS MENANG,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.95925,111.963448,ITRON,ACE2000,10105196,EC392,C4,,
PJU MARGOURIP T.197,514061240440,DN MARGOURIP NO 0 MARGOURIP,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.959261,112.159607,MELCOINDA,MS98E,8797820,EF197,D9,,
PJU,514031018569,DS KROMASAN,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.959369,112.002863,ITRON,ACE2000,10104560,EC300,B0,,
PJU BEDALI EF265,514060879806,DN BEDALI,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.959456,112.118122,METBELOSA,OB91Z,2491069,EF265,D1,,
PJU MANGGIS T.194,514061240408,DN MANGGIS NO 0 MANGGIS,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.959462,112.190360,SMARTMETER,SMI-200S,212746907,EF194,A1,,
PJU PURWODADI BARU,514100633240,DS DSPURWODADI RG.REJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.959463,112.060771,CANNET,DDS137,50903052723,EM262,C1,,
PJU DEYENG 8,514100844646,DN DNDEYENG RINGINREJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.959708,112.089152,SMARTMETER,SMI 200 S,161564668,EM068,D6,,
PJU SUMBERJO,514101115816,DSSUMBERJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.95976,112.03392,MELCOINDA,MS98E,8211524,EM012,D0,,
PJU NGADI EN114 (M),514110502772,DS NGADI,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.959854,111.928521,SMARTMETER,SMI 200 S,12071400,EN312,B4,,
PJU DAWUNG,514100845161,DN DNDAWUNG,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.959972,112.091744,SMARTMETER,SMI 200 S,161564468,EM068,D0,,
PJU NAMBAAN 1,514100844803,DN DNNAMBAAN RG.REJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.960051,112.016254,SMARTMETER,SMI 200 S,161593837,EM137,D1,,
PJU CANGKRING,514100844350,DN DNCANGKRING,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.960054,112.016285,ADTECH,IEC62053,11635,EM137,D1,,
PJU DAWUNG 2,514100844932,DN DNDAWUNG,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.960071,112.071452,ITRON,ACE2000,10104933,EM016,A8,,
PJU TUGU PERBATASAN,514110742214,DN NGADI,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.960726,111.927352,MELCOINDA,MS98E,8794822,EN054,A12,,
PJU,514031421365,DN NYAWANGAN,P3,7700.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,3500.0,-7.960806,111.950227,ITRON,ACE2000,10105194,EC301,A1,,
PJU BATUAJI 2,514100844837,DN DNBATUAJI RGN.REJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.961465,112.097581,CANNET,DDS137,50904338519,EM425,A0,,
PJU MARGOURIP T.272,514061240312,DN MARGOURIP NO 0 MARGOURIP,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.962336,112.166745,MELCOINDA,MS98E,8798057,EF272,D2,,
PJU DS BEDALI,514060760625,JL BEDALI,P3,30670.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.962783,112.123010,,,,EF200,D7,,
PJU BEDALI EF199,514060879822,DN SUMBER JATI,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.963070,112.132030,METBELOSA,OB91Z,2490317,EF199,A4,,
PJU BEDALI SIMPANG 4,514060621778,DN BEDALI,P3,500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.963090,112.132031,,,,EF199,A4,,
PJU,514031018551,DS BENDOSARI,P3,7700.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,3500.0,-7.963091,111.991735,ITRON,ACE2000,10105114,EC299,A0,,
PJU SELODONO,514100844405,DN DNKALILANANG,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.9633,112.050517,ITRON,IEC62053,10104568,EM582,A2,,
PJU KARANG TENGAH EF270,514060880302,DN SARIREJO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.963336,112.141129,ITRON,,10104718,EF270,D2,,
PJU SELODONO,514100569521,DS DSSELODONO KANDAT,P3,3915.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.963625,112.050495,,,,EM582,A1,,
MERCURY PEREMPATAN,514100587716,DS DSSUMBERJO KANDAT,P3,10600.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.96386,112.026702,,,,EM294,C3,,
PJU NAMBAAN,514100844612,DN DSNAMBAAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.963872,112.026665,ADTECH,IEC62053,2828389,EM294,C3,,
PJU SELODONO BARU,514100633273,DS DSSELODONO RG.REJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.964112,112.045628,CANNET,DDS137,50903052806,EM583,A1,,
PJU KARANGTALUN KRAS,514031851937,DS KARANGTALUN,P3,3500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,1591.0,-7.964418,111.953931,SMARTMETER,SMI 200 S,130038410,EC434,A1,,
PJU SUSUHBANGO,514100601186,DS DSSUSUHBANGO KANDAT,P3,800.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.964897,112.026714,,,,EM294,C5,,
PJU DS SELODONO BARU,514101116061,DSSELODONO,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.965239,112.045549,MELCOINDA,MS98E,8211255,EM583,C1,,
PJU,514031052283,DS BENDOSARI,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.966059,111.991131,ITRON,ACE2000,10105115,EC298,A0,,
PJU DAWUNG 4,514100844908,DN DNDAWUNG,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.966312,112.075147,ADTECH,IEC62053,32874,EM418,A7,,
PJU MATRGOURIP .193,514061240320,DN MATRGOURIP NO 0 MATRGOURI,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.966416,112.173883,SANXING,CS101,4518619743,EF193,C2,,
PJU PURWODADI,514100845216,DN DNPURWODADI,P3,7700.0,1.0,METER,51410.0,KAB,NGADILUWIH,3500.0,-7.96669,112.061016,ITRON,ACE2000,10104894,EM263,C1,,
PJU BATUAJI,514100613703,DS DSBATUAJI RGN.REJO,P3,6400.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.966782,112.097261,,,,EM424,D2,,
PJU BATUAJI BARU,514100633265,DS DSBATUAJI RGN.REJO,P3,7700.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.966875,112.097559,,,,EM424,D1,,
PJU DEYENG 6,514100845090,DN DNDEYENG KANDAT,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.966891,112.09792,CANNET,DDS137,50904346082,EM424,D0,,
PJU MARGOURIP 196,514060879680,JL SUMBER LUMBU,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.967038,112.163111,METBELOSA,OB91Z,2491287,EF196,D1,,
PJU,514031421245,DS KARANGTALUN,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.967255,111.960775,ITRON,ACE2000,10105101,EC733,B2,,
PJU SUKORAMBIL T.268,514061239857,DN BEDALI RAMBIL NO 0 BEDEALI,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.967318,112.120191,MELCOINDA,MS98E,8798731,EF268,C1D6,,
PJU BEDALI SIMPANG 3,514060621786,JL BEDALI,P3,500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.967385,112.132717,,,,EF199,C5,,
PJU BEDALI,514060622140,DN BEDALI,P3,320.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.967454,112.140761,,,,EF198,D1,,
PJU,514031421229,DS BENDOSARI,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.967657,111.993964,ITRON,ACE2000,10105274,EC317,B7,,
PJU,514031345124,DS KARANGTALUN,P3,7700.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,3500.0,-7.96847,111.964627,ITRON,ACE2000,10105103,EC255,B1,,
PJU DAWUNG 3,514100844343,DN DNSEMBUNGREJO DAWUNG,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.969014,112.08344,ADTECH,IEC62053,28292,EM417,D0,,
PJU SUSUHBANGO,514100576436,DS DSSUSUHBANGO,P3,2720.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.969382,112.027423,,,,EM571,A1,,
PJU DAWUNG,514100574615,DS DSDAWUNG,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.9699,112.07497,CANNET,DDS137,50903415300,EM418,C1,,
PJU DAWUNG 5,514100845153,DN DNDAWUNG,P3,7700.0,1.0,METER,51410.0,KAB,NGADILUWIH,3500.0,-7.971177,112.075044,ITRON,ACE2000,10104723,EM418,C4,,
PJU DS BRINGIN,514060664316,DN BRINGIN,P3,5060.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.971892,112.156858,,,,EF271,D0,,
PJU BRENGGOLO 71 B2,514060879777,DN RAYA,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.971937,112.155835,METBELOSA,OB91Z,2491201,EF271,D2,,
PJU DESA JABANG KEC KRAS,514032196543,DS JABANG,P3,3500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,1591.0,-7.972080,111.980406,CANNET,DDS137,50904910267,EC256,D16,,
PJU SUKO MRAMBIL T267,514061240361,DN DS BEDALI NO 0 BEDALI,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.972129,112.122287,MELCOINDA,MS98E,8798062,EF267,D3,,
PJU DS GADUNGAN,514060664381,DN GADUNGAN,P3,5425.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.972262,112.123813,,,,EF267,D0,,
PJU MARGOURIP T.273,514061239899,DN MARGOURIP NO 0 MARGOURIP,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.972942,112.163249,MELCOINDA,MS98E,8798735,EF273,C4,,
PJU BEDALI T.287,514061240457,DN BEDALI NO 0 BEDALI,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.973126,112.133307,MELCOINDA,MS98E,8797821,EF287,C1,,
PJU,514031345116,DS BUTUH,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.973154,112.001752,CANNET,DDS137,50902633820,EC319,B0,,
PJU TERSEBAR,514031532596,DS BUTUH,P3,1300.0,3.0,TAGSASI 375,51403.0,KAB,TULUNGAGUNG,,-7.973203,112.001765,,,,EC319,B0,,
PJU,514031421252,DS JABANG,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.973324,111.985647,ITRON,ACE2000,10104562,EC256,D6,,
PJU,514031421316,DS BUTUH,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.973385,112.002906,ITRON,ACE2000,10105214,EC319,B4,,
PJU PURWODADI,514100601742,DS DSPURWODADI KANDAT,P3,1600.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.973446,112.057879,,,,EM429,A1,,
PJU,514031052275,DS JABANG,P3,7700.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,3500.0,-7.974014,111.988812,ITRON,ACE2000,10104591,EC256,B0,,
PJU TERSEBAR,514031532588,DS JABANG,P3,1300.0,3.0,TAGSASI 375,51403.0,KAB,TULUNGAGUNG,,-7.974055,111.988828,,,,EC256,B0,,
PJU,514031052928,DS NGASEM,P3,5500.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2500.0,-7.974479,111.954593,ITRON,ACE2000,10104513,EC226,D8A3,,
PJU PURWODADI,514100844534,DN DNBARAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.974509,112.05772,ADTECH,IEC62053,28239,EM429,C3,,
PJU,514031421294,DS BUTUH,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.975054,112.002556,ITRON,ACE2000,10105213,EC319,B4C5,,
PJU BATUAJI,514101115787,DSBATUAJI,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.975447,112.095458,MELCOINDA,MS98E,8211250,EM423,B1,,
PJU SAMBI BARAT,514100845120,DN DNSAMBI,P3,7700.0,1.0,METER,51410.0,KAB,NGADILUWIH,3500.0,-7.975767,112.027122,ITRON,ACE2000,10104724,EM207,A2D10,,
PJU PLOSOLOR 30,514060879793,DN PLOSOLOR,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.975886,112.146483,METBELOSA,OB91Z,2491014,EF269,B8,,
PJU SELODONO,514100844620,DN DNNGAMPEL,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.976133,112.035931,SMARTMETER,SMI 200 S,161593845,EM507,D6,,
PJU SUSUHBANGO BARU,514100632297,DS DSSUSUHBANGO RG.REJO,P3,4770.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.976144,112.030825,,,,EM173,A1,,
PJU SELODONO,514101115832,DSSELODONO,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.976206,112.042964,MELCOINDA,MS98E,8211209,EM586,C3,,
PJU DS SUSUHBANGO,514100563310,DS DSSUSUHBANGO,P3,7700.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.976889,112.025274,,,,EM315,D2A6,,
